DATE,OPEN,HIGH,LOW,CLOSE,MONTH,YEAR
2022-03-31,451.9798760477874,452.838641848851,445.336731550006,445.810546875,3,2022
2022-04-01,447.4589555865271,447.607013455594,443.3427962080854,447.0740051269531,4,2022
2022-04-04,447.2813173455845,451.01252652473795,446.42255152141337,450.9039306640625,4,2022
2022-04-05,449.34435602810555,451.920653607069,444.0140612838835,445.20843505859375,4,2022
2022-04-06,441.1219024608365,443.1355500226602,437.74603193289323,440.75665283203125,4,2022
2022-04-07,439.8386220985496,444.8728007733408,437.80521359489194,442.9775695800781,4,2022
2022-04-08,442.187921879019,444.8135920987515,440.18412488549666,441.7930908203125,4,2022
2022-04-11,438.3777118687532,439.25623880573,433.71866337812867,434.2418212890625,4,2022
2022-04-12,437.3610567915986,439.99660777514816,431.0140574301565,432.6329040527344,4,2022
2022-04-13,432.37622534478834,438.37773586139514,432.18867531704944,437.58807373046875,4,2022
2022-04-14,437.8249151768528,438.98970735080826,432.030686375136,432.1392822265625,4,2022
2022-04-18,431.1719245134774,434.07397922335247,429.9874013211575,432.31695556640625,4,2022
2022-04-19,432.2083673087827,440.0458852515848,432.0306978639156,439.29571533203125,4,2022
2022-04-20,441.1514978514859,441.7931021037304,437.7558964372643,438.9700012207031,4,2022
2022-04-21,442.7505650227025,444.2015924865886,431.4582222031067,432.40582275390625,4,2022
2022-04-22,431.2706467109699,432.42552822449574,419.9486929841932,420.54095458984375,4,2022
2022-04-25,418.20157048554097,423.15676491233705,413.4338959548317,422.9790954589844,4,2022
2022-04-26,420.3336712579291,420.5409824140129,410.6996669883952,410.7292785644531,4,2022
2022-04-27,411.8545742131147,417.4612839930367,409.6533766338877,411.8841857910156,4,2022
2022-04-28,416.83937571330307,424.0945129263174,412.20990864041187,422.2881164550781,4,2022
2022-04-29,418.122590650402,420.3731607878491,405.90237827849063,406.68218994140625,4,2022
2022-05-02,406.7512909963977,410.55160386827544,399.79226947482664,409.13018798828125,5,2022
2022-05-03,409.6533336303008,413.52271998034615,408.02460664568224,411.0056457519531,5,2022
2022-05-04,411.6965917905347,424.1142342747012,408.3700943589528,423.52197265625,5,2022
2022-05-05,419.0701765590599,419.5143803053247,404.1552209327463,408.46881103515625,5,2022
2022-05-06,405.793808079208,409.44603293275975,400.4931251903307,406.03070068359375,5,2022
2022-05-09,399.87124563987237,401.16433462443837,391.3822426744057,393.03070068359375,5,2022
2022-05-10,399.2691376094013,400.8386114702102,389.7239675670015,393.9388427734375,5,2022
2022-05-11,392.93200453931854,398.82494925655885,386.90085238252453,387.6806640625,5,2022
2022-05-12,384.34427346561733,390.69127219267284,380.1787411350971,387.27593994140625,5,2022
2022-05-13,391.58953751346104,397.97602850259346,390.50372951614355,396.5348815917969,5,2022
2022-05-16,394.81733758581424,398.7558277054697,392.4680522078872,394.9259033203125,5,2022
2022-05-17,401.2828087029515,403.2964863187299,397.38378034684496,403.0497131347656,5,2022
2022-05-18,398.29189730467766,398.5880130598939,385.5090350195297,386.8021240234375,5,2022
2022-05-19,383.60395123508613,389.0527220901314,382.11343165355345,384.43310546875,5,2022
2022-05-20,388.1741922746032,391.9054013603058,375.62825288009066,384.6009216308594,5,2022
2022-05-23,387.7596088641358,392.59638715288304,385.34124984344055,391.7968444824219,5,2022
2022-05-24,387.4931190402844,390.0496855919294,381.96539373665865,388.80596923828125,5,2022
2022-05-25,387.2463410977572,394.2941975510683,386.8317790261971,392.24102783203125,5,2022
2022-05-26,393.52427217895274,401.7862335146268,393.3071105732646,400.07855224609375,5,2022
2022-05-27,402.64497874352287,410.0185622686172,402.4376977153373,409.9001159667969,5,2022
2022-05-31,408.21218187494867,411.0846253019533,404.73762634874663,407.6001892089844,5,2022
2022-06-01,409.8113086007847,410.8674749449809,401.6776438898498,404.3033142089844,6,2022
2022-06-02,404.1355246517717,412.0519976170431,401.7862391003975,412.0026550292969,6,2022
2022-06-03,407.07703637049326,408.69588290921973,404.2243540412998,405.2410583496094,6,2022
2022-06-06,409.42631210731685,411.23267850804416,405.2508991090944,406.47491455078125,6,2022
2022-06-07,402.83252895219164,410.84771669836965,402.3488330546271,410.3739013671875,6,2022
2022-06-08,408.5872747496361,410.4528944150534,405.08310770837585,405.9122619628906,6,2022
2022-06-09,404.0565099556134,406.42552633906934,396.2584838867187,396.25848388671875,6,2022
2022-06-10,389.78318577869834,390.67156321947857,384.7193952054675,384.76873779296875,6,2022
2022-06-13,374.9471651026979,376.88185834450024,368.4816898955157,370.1597595214844,6,2022
2022-06-14,371.98588912446036,373.06181655002945,365.80667919775505,369.0443420410156,6,2022
2022-06-15,372.4892953910994,378.9448902324024,367.31693916355664,374.3055725097656,6,2022
2022-06-16,365.72773508574454,366.1521777277029,359.3807059716223,361.91754150390625,6,2022
2022-06-17,362.3507727700105,366.18731810081624,359.03964524477607,362.6977233886719,6,2022
2022-06-21,368.6756485505973,373.2755277926528,368.59632307443155,371.8281555175781,6,2022
2022-06-22,367.4166185797138,375.4466139718613,366.98041920753155,371.154052734375,6,2022
2022-06-23,373.3845878448163,375.5556311019528,369.6670003608496,374.79229736328125,6,2022
2022-06-24,378.1034357278893,386.71832778913887,378.0736962373248,386.7084045410156,6,2022
2022-06-27,387.6700217121338,387.97733986587934,384.09123858131414,385.2312927246094,6,2022
2022-06-28,386.85710722213247,389.76177487665194,377.2409358442654,377.3598937988281,6,2022
2022-06-29,377.93490372078156,378.96589284626776,375.1491939755935,377.0525817871094,6,2022
2022-06-30,372.98800845346443,377.36981806578456,369.3398233192687,373.9892883300781,6,2022
2022-07-01,373.3052820550179,378.4008700902375,370.5691278413168,377.94482421875,7,2022
2022-07-05,372.631164378371,378.6784463501185,369.6769104960929,378.6585998535156,7,2022
2022-07-06,378.80727785353326,382.5347885667345,376.31899321593943,379.93743896484375,7,2022
2022-07-07,381.79126228184083,386.4605435598066,379.9572464570447,385.6278076171875,7,2022
2022-07-08,383.922684377507,387.2635817483966,382.32661467028646,385.31060791015625,7,2022
2022-07-11,382.5149895990047,383.5261625438903,380.185295298047,380.90899658203125,7,2022
2022-07-12,380.333963020731,382.82227782997995,375.7142375191078,377.538330078125,7,2022
2022-07-13,371.85789253258423,378.618952274985,371.42169317799033,375.5556335449219,7,2022
2022-07-14,370.3807335718857,375.7737160238534,367.8329700424645,374.6435852050781,7,2022
2022-07-15,379.24349128280454,381.9201664587946,377.250884899955,381.80120849609375,7,2022
2022-07-18,385.0230975899135,385.72695233490487,377.36982310095027,378.648681640625,7,2022
2022-07-19,382.742985623357,389.47430616127116,382.05897732635395,388.8794860839844,7,2022
2022-07-20,389.07774095504504,392.83499108441043,387.6501849759142,391.35784912109375,7,2022
2022-07-21,390.75315337060306,395.39269538101087,388.24502217553254,395.3431396484375,7,2022
2022-07-22,395.4719921034663,396.7210808592612,389.35530850916655,391.6750793457031,7,2022
2022-07-25,392.32937686959417,393.0431548361483,389.81132261899995,392.15093994140625,7,2022
2022-07-26,390.43589752535314,390.653997197455,386.579535907402,387.51141357421875,7,2022
2022-07-27,390.9513841844952,399.39776199347017,390.6440660509934,397.57366943359375,7,2022
2022-07-28,398.4163475523411,403.28388218998435,394.70865302535316,402.5602111816406,7,2022
2022-07-29,404.0571296610239,409.4600354992382,403.25413319569134,408.42901611328125,7,2022
2022-08-01,405.6135809880086,409.8367701407774,404.8700634754116,407.2195739746094,8,2022
2022-08-02,405.58382512369553,409.4302937408526,403.30371694530436,404.5329895019531,8,2022
2022-08-03,406.753613117153,412.08711662623944,406.4562182297258,410.8677673339844,8,2022
2022-08-04,410.7884326125794,411.50221058013744,408.8751216210012,410.5901794433594,8,2022
2022-08-05,406.1191737725784,410.57035550360075,406.0596947931646,409.896240234375,8,2022
2022-08-08,411.6608553841111,414.01036584093845,408.2704022761369,409.4203796386719,8,2022
2022-08-09,408.6570616733858,409.1824795162769,406.6743482656752,407.7945861816406,8,2022
2022-08-10,415.16036065411515,416.508621507961,413.1181682574742,416.3598937988281,8,2022
2022-08-11,419.33396392059325,421.2770448495533,415.5866367773214,416.3598937988281,8,2022
2022-08-12,418.38226159928126,423.5174819794193,417.39090491181963,423.408447265625,8,2022
2022-08-15,421.09855317562204,425.6984625517711,421.03907419694804,425.1531982421875,8,2022
2022-08-16,424.03298811575416,427.9984146906906,423.19032891781944,425.9859619140625,8,2022
2022-08-17,422.2287165475572,425.78768330843315,420.8705627708607,422.9623107910156,8,2022
2022-08-18,423.1704934597159,424.9053676314998,421.8222629108986,424.1916198730469,8,2022
2022-08-19,421.3067824130791,421.5843610796883,417.5792715296362,418.4913330078125,8,2022
2022-08-22,413.44528421577775,413.6237514080148,408.83548178344205,409.77728271484375,8,2022
2022-08-23,409.3311532434457,411.82939135478165,408.210915392417,408.7859191894531,8,2022
2022-08-24,408.5479687537423,411.52203866184135,407.83422101944996,410.0945129394531,8,2022
2022-08-25,411.6509209932292,415.93358893354105,410.51086690942776,415.884033203125,8,2022
2022-08-26,415.7650813147463,416.33013161418916,401.74728371642374,401.8067626953125,8,2022
2022-08-29,398.7236567627077,402.33217923701187,397.7323001126302,399.1499328613281,8,2022
2022-08-30,400.35939353036105,400.6072326955707,392.5772376920185,394.76812744140625,8,2022
2022-08-31,396.47325682031857,397.77193160839175,391.62553854545234,391.7643127441406,8,2022
2022-09-01,389.49413401443775,393.3504957031784,386.6687614729188,392.9936218261719,9,2022
2022-09-02,396.8202475613332,398.0891828916714,386.95623657084286,388.8497314453125,9,2022
2022-09-06,389.73204828356245,390.7134816949824,385.06276688965596,387.3825378417969,9,2022
2022-09-07,387.05535032711083,395.14482381879264,386.8273576713972,394.3418273925781,9,2022
2022-09-08,391.9725427908693,397.39523493296065,390.7135004109023,396.9194030761719,9,2022
2022-09-09,399.25897980567953,403.9877705338904,398.981401145304,403.08563232421875,9,2022
2022-09-12,405.2467731797951,408.1712874204879,404.9295317885314,407.4178466796875,9,2022
2022-09-13,398.3568251255066,399.61586742006455,388.53250745173204,389.7023010253906,9,2022
2022-09-14,391.06048036009616,392.77553834992597,387.7394293498899,391.1893615722656,9,2022
2022-09-15,389.5635268369247,392.53759698636475,385.4196630229516,386.7480773925781,9,2022
2022-09-16,382.384115236615,384.4844558703755,380.3633651793725,383.797607421875,9,2022
2022-09-19,380.5126992437528,386.77392578125,380.43304791203036,386.77392578125,9,2022
2022-09-20,383.2998874112192,384.3550397184991,379.4575460617059,382.3343200683594,9,2022
2022-09-21,384.3450588251849,387.5304436290326,375.6549834992403,375.6649475097656,9,2022
2022-09-22,374.85862771660646,376.5707667581217,371.7329965510745,372.5094299316406,9,2022
2022-09-23,368.88604956346785,368.92587522761534,361.6293943382755,366.2680969238281,9,2022
2022-09-26,364.7351212030922,368.51773902025434,361.37056652860656,362.64471435546875,9,2022
2022-09-27,366.3377688945749,368.7068947702222,359.22045763474927,361.718994140625,9,2022
2022-09-28,362.7144214771181,370.5982020931534,360.94255908398185,368.8363037109375,9,2022
2022-09-29,365.1332968597965,365.4319133985861,358.0558114877513,361.1316833496094,9,2022
2022-09-30,360.14617909807123,364.237407846676,355.4079579908026,355.54730224609375,9,2022
2022-10-03,359.42948305237974,366.8653387547301,357.5680357186138,364.9342041015625,10,2022
2022-10-04,370.69773254577285,376.2721407059211,364.89439517055285,376.2422790527344,10,2022
2022-10-05,371.68323356891744,377.7254642624852,369.25438447879964,375.3663024902344,10,2022
2022-10-06,373.90303124428647,376.9888671796676,370.97646759219856,371.4941101074219,10,2022
2022-10-07,367.28342707332547,371.58368750038346,359.2901336855234,361.1316833496094,10,2022
2022-10-10,362.29632120469824,362.54517844842735,356.035094824693,358.37432861328125,10,2022
2022-10-11,356.60248135423825,361.3705948518676,354.084047156174,356.1047668457031,10,2022
2022-10-12,356.53280167556227,358.1752533733782,354.67132401475124,354.9301452636719,10,2022
2022-10-13,347.61375002026733,365.83011881275957,346.51877205272706,364.2971496582031,10,2022
2022-10-14,366.8653371885473,368.56754261081625,355.32831899468755,355.9952697753906,10,2022
2022-10-17,362.34612691623795,366.29798133667197,355.64687868246034,365.1432800292969,10,2022
2022-10-18,373.4152791634641,373.7338237286871,365.8400488080537,369.4335632324219,10,2022
2022-10-19,367.3033327587869,370.1502754626015,363.87905460797765,366.8155822753906,10,2022
2022-10-20,366.34773470314127,370.966539857837,362.9433541470438,363.7397155761719,10,2022
2022-10-21,363.45103470619944,373.0867802172935,361.87827023919857,372.5791320800781,10,2022
2022-10-24,374.1718245903625,378.3227465441237,371.40450278374504,377.13818359375,10,2022
2022-10-25,377.05853817420075,383.4890006460764,376.9390915614229,383.1605224609375,10,2022
2022-10-26,379.8756076715417,385.80835596744726,379.6068527793832,380.2737731933594,10,2022
2022-10-27,381.31897483479236,383.24014541587803,377.5960499079432,378.24310302734375,10,2022
2022-10-28,378.13359141206666,387.73947473027,377.944457480802,387.24176025390625,10,2022
2022-10-31,384.67357019288625,386.62460245095787,383.49897130942037,384.4446105957031,10,2022
2022-11-01,388.35666532083485,388.60552255845425,381.5379709344467,382.7623291015625,11,2022
2022-11-02,382.1451862599426,386.8535763566336,373.04698101474537,373.1564636230469,11,2022
2022-11-03,369.77200625886013,372.48953832391516,367.1042638699023,369.3141174316406,11,2022
2022-11-04,375.2767224632481,377.13816978049056,368.3087196588907,374.62969970703125,11,2022
2022-11-07,375.9834752416296,378.830417949137,373.8134473345468,378.2132568359375,11,2022
2022-11-08,379.3679293462256,383.35960933340823,375.99344085295155,380.2538757324219,11,2022
2022-11-09,378.1933369538667,379.39782792969993,371.9022183120203,372.41986083984375,11,2022
2022-11-10,386.27620128763584,393.2342704743993,383.8772441925221,392.8858642578125,11,2022
2022-11-11,393.78174951750435,397.52457223146916,391.8107891861561,396.68841552734375,11,2022
2022-11-14,394.8468729829889,398.3507721463811,393.0252208911239,393.31390380859375,11,2022
2022-11-15,399.3163323012212,400.4710335722102,392.6867715984172,396.6684875488281,11,2022
2022-11-16,394.9663021721156,395.96173113372464,392.98540825949954,393.64239501953125,11,2022
2022-11-17,388.67517653947107,393.14467315019374,388.35666236508376,392.4378967285156,11,2022
2022-11-18,395.9219015641993,395.991588881564,391.243403717632,394.2197265625,11,2022
2022-11-21,392.83610559360795,394.0107044943196,390.8651452854025,392.78631591796875,11,2022
2022-11-22,394.8170101000692,398.24128829872495,393.3437642403416,398.0720520019531,11,2022
2022-11-23,397.723629252752,401.0881840017332,397.4847360230761,400.5805358886719,11,2022
2022-11-25,399.9932217792028,401.068302111132,399.70456924136755,400.4909362792969,11,2022
2022-11-28,397.26573754420303,398.97787655993784,393.30391937179513,394.10028076171875,11,2022
2022-11-29,394.2396295430841,395.4839157496689,391.5021998885976,393.42340087890625,11,2022
2022-11-30,393.6821859472367,405.81646728515625,391.6813944136489,405.81646728515625,11,2022
2022-12-01,406.90148323485226,408.1258717863203,402.8998697695443,405.5178527832031,12,2022
2022-12-02,400.4113155220257,405.99565763434,400.30183291343076,405.0500183105469,12,2022
2022-12-05,402.10354435530064,403.0790453033768,396.3499661270782,397.7634582519531,12,2022
2022-12-06,397.59425993441664,398.1616313704928,389.8498236193724,392.02978515625,12,2022
2022-12-07,391.143858417334,393.83152876362203,390.178291109913,391.36285400390625,12,2022
2022-12-08,393.33382438974166,395.54364757727745,391.4723466670067,394.42877197265625,12,2022
2022-12-09,393.1347155220997,395.80245784164583,391.35288917951647,391.4822998046875,12,2022
2022-12-12,392.30850081163413,397.12640380859375,391.6117187523316,397.12640380859375,12,2022
2022-12-13,408.34488817891616,408.6136430745071,397.24586083430376,400.1325988769531,12,2022
2022-12-14,399.77423042822,403.6464638615403,394.4984688224465,397.5743408203125,12,2022
2022-12-15,392.4976353565285,393.4433050404327,386.1169623161622,387.8489990234375,12,2022
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,12,2022
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,12,2022
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,12,2022
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,12,2022
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,12,2022
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,12,2022
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,12,2022
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,12,2022
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,12,2022
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,12,2022
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,1,2023
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,1,2023
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,1,2023
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,1,2023
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,1,2023
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,1,2023
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,1,2023
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,1,2023
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,1,2023
