Trade ID,System,Action,Ticker,Entry date, Entry price , Qty ,Commission,Exit date,Exit price,PL
1170,MRIDV3S,S,MRCY,02/06/2022,63.47,41,2.064922,02/06/2022,63.49,-2.88
1171,MRIDV3S,S,NFE,03/06/2022,50.27,52,2.066622,03/06/2022,49.44,41.09
1172,MICROREV,L,ABUS,06/06/2022,2.5,697,7.101471,06/06/2022,2.56,34.72
1173,MICROREV,L,ACER,06/06/2022,2.54,686,6.984997,06/06/2022,2.28,-185.34
1174,MRIDV3S,S,ATKR,06/06/2022,119.8,22,2.063215,06/06/2022,122.84,-68.94
1175,MRIDV3S,S,DDS,06/06/2022,333.68,8,2.06217,06/06/2022,334.68,-10.06
1176,MICROREV,L,EEX,06/06/2022,3.33,524,5.348319,06/06/2022,3.35,5.13
1177,MRIDV3S,S,FNKO,06/06/2022,22.1,118,2.075059,06/06/2022,21.42,78.16
1178,MICROREV,L,MNMD,06/06/2022,0.95,"1,835.00",18.62942,06/06/2022,0.9726,22.84
1179,TMR,L,MYPS,06/06/2022,5.69,204,2.093709,07/06/2022,5.82,24.43
1180,MRIDV3S,S,PWR,06/06/2022,134.57,20,2.064233,06/06/2022,131.4,61.34
1181,MRIDV3S,S,SLVM,06/06/2022,53,49,2.065841,06/06/2022,50.71,110.14
1182,MICROREV,L,AXTI,07/06/2022,5.92,46,2.0123,07/06/2022,6,1.67
1183,TMR,L,DHX,07/06/2022,6.31,185,2.04,08/06/2022,6.06,-48.29
1184,TMR,L,PRCT,07/06/2022,37.15,31,2.03,08/06/2022,38.28,33
1185,MRIDV3S,S,OLLI,08/06/2022,53.07,49,2.06592,08/06/2022,53.38,-17.26
1186,MRIDV3S,S,PRVA,08/06/2022,27.42,96,2.07276,08/06/2022,26.95,43.05
1187,MRIDV3L,L,VIRT,08/06/2022,22.98,114,2.076613,08/06/2022,23.67,76.58
1188,TMR,L,AIR,09/06/2022,48.46,24,2.028968,10/06/2022,47.03,-36.35
1189,MRIDV3L,L,ARE,09/06/2022,153.25,17,2.060788,09/06/2022,150.47,-49.32
1190,MRIDV3L,L,EHC,09/06/2022,58.84,45,2.065959,09/06/2022,58.33,-25.02
1191,MRIDV3L,L,GNK,09/06/2022,23.02,114,2.07382,09/06/2022,22.6,-49.95
1192,MRIDV3L,L,MATX,09/06/2022,80.37,33,2.065955,09/06/2022,81.6,38.52
1193,TMR,L,NFE,09/06/2022,47.21,25,2.028406,10/06/2022,43.94,-83.78
1194,MRIDV3L,L,SAFE,09/06/2022,40.18,65,2.067216,09/06/2022,39.48,-47.57
1195,MICROREV,L,AUVI,10/06/2022,2.26,772,7.869153,10/06/2022,2.76,378.13
1196,MICROREV,L,BJDX,10/06/2022,1.36,"1,283.00",13.032928,10/06/2022,1.23,-179.82
1197,TMR,L,CANG,10/06/2022,2.78,379,3.8647,13/06/2022,2.93,52.99
1198,MRIDV3L,L,CLF,10/06/2022,19.96,131,2.075948,10/06/2022,19.64,-44
1199,TMR,L,CYXT,10/06/2022,13.35,87,2.037051,13/06/2022,12.92,-39.45
1200,MRIDV3L,L,KALU,10/06/2022,91.41,29,2.064618,10/06/2022,91.625,4.17
1201,MICROREV,L,KTTA,10/06/2022,1.07,"1,631.00",16.560127,10/06/2022,1.02,-98.11
1202,MRIDV3L,L,MEG,10/06/2022,33.67,78,2.072996,10/06/2022,35.19,116.49
1203,MRIDV3L,L,NVCR,10/06/2022,69.07,38,2.065375,10/06/2022,69.45,12.37
1204,MICROREV,L,OLMA,10/06/2022,3.9,447,4.572177,10/06/2022,4.305,176.46
1205,MICROREV,L,ORIC,10/06/2022,4.2,415,4.24415,10/06/2022,4.23,8.21
1206,MICROREV,L,PHX,10/06/2022,4.36,400,4.094136,10/06/2022,4.6,91.91
1207,MRIDV3L,L,RCL,10/06/2022,47.82,55,2.064772,10/06/2022,45.75,-115.91
1208,TMR,L,RFP,10/06/2022,14.98,78,2.036129,13/06/2022,14.55,-35.58
1209,MRIDV3L,L,STLD,10/06/2022,74.75,35,2.063965,10/06/2022,74.13,-23.76
1210,MRIDV3L,L,AA,13/06/2022,49.98,52,2.066109,13/06/2022,49.84,-9.35
1211,MICROREV,L,CFRX,13/06/2022,3.78,464,4.735278,13/06/2022,3.29,-232.1
1212,MICROREV,L,CLNN,13/06/2022,3.2,548,5.590017,13/06/2022,3.09,-65.87
1213,TMR,L,CNSL,13/06/2022,7.55,155,2.04528,14/06/2022,7.08,-74.9
1214,TMR,L,CTIC,13/06/2022,5.3,220,2.254697,14/06/2022,5.18,-28.65
1215,TMR,L,CTT,13/06/2022,10.59,110,2.040371,14/06/2022,10.35,-28.44
1216,MRIDV3L,L,DOMO,13/06/2022,26.08,101,2.070328,13/06/2022,24.73,-138.42
1217,TMR,L,DZSI,13/06/2022,16.98,69,2.035152,14/06/2022,16.57,-30.33
1218,MRIDV3L,L,EBIX,13/06/2022,24.54,107,2.09,13/06/2022,23.72,-89.83
1219,MRIDV3L,L,EXAS,13/06/2022,38.73,68,2.066892,13/06/2022,37.28,-100.67
1220,TMR,L,KRO,13/06/2022,18.02,65,2.035764,14/06/2022,18.35,19.41
1221,TMR,L,MOD,13/06/2022,11.19,104,2.039741,14/06/2022,11.01,-20.76
1222,MICROREV,L,RADI,13/06/2022,15.51,113,2.053945,13/06/2022,15.17,-40.47
1223,TMR,L,RCMT,13/06/2022,21.38,55,2.035287,14/06/2022,22.34,50.76
1224,MRIDV3L,L,RNG,13/06/2022,51.63,51,2.065375,13/06/2022,50.3,-69.9
1225,MRIDV3L,L,SQ,13/06/2022,66.5,39,2.061121,13/06/2022,62.76,-147.92
1226,TMR,L,ACLX,14/06/2022,17.94,64,2.03344,15/06/2022,17.14,-53.23
1227,MRIDV3S,S,TMDX,14/06/2022,26.69,97,2.071896,14/06/2022,27.29,-60.27
1228,MRIDV3S,S,FDX,15/06/2022,238.45,11,2.061496,15/06/2022,232.78,60.31
1229,MRIDV3L,L,HOV,15/06/2022,43.34,60,2.07018,15/06/2022,45.4,121.53
1230,MRIDV3L,L,CC,16/06/2022,34.04,76,2.068192,16/06/2022,33.505,-42.73
1231,MICROREV,L,CHS,16/06/2022,5.3,327,3.352123,16/06/2022,5.29,-6.62
1232,MRIDV3L,L,GRBK,16/06/2022,18.95,137,2.072713,16/06/2022,17.5,-200.72
1233,MRIDV3L,L,HHC,16/06/2022,62.75,41,2.062725,16/06/2022,61.13,-68.48
1234,MRIDV3L,L,HUN,16/06/2022,28.93,90,2.070212,16/06/2022,28.39,-50.67
1235,MICROREV,L,ONDS,16/06/2022,6.76,256,2.63203,16/06/2022,6.61,-41.03
1236,MICROREV,L,PBYI,16/06/2022,2.7,641,6.532082,16/06/2022,2.64,-44.99
1237,MRIDV3L,L,SHW,16/06/2022,219.27,12,2.061727,16/06/2022,218.95,-5.9
1238,MRIDV3L,L,SIX,16/06/2022,22.16,117,2.069305,16/06/2022,20.19,-232.56
1239,MRIDV3L,L,TSE,16/06/2022,38.11,68,2.066425,16/06/2022,36.98,-78.91
1240,MICROREV,L,AMLX,21/06/2022,16.28,105,2.057195,21/06/2022,18.11,190.09
1241,MRIDV3S,S,AZPN,21/06/2022,193.65,13,2.05934,21/06/2022,197.75,-55.36
1242,MRIDV3S,S,GME,21/06/2022,141.72,18,2.060757,21/06/2022,140.28,23.86
1243,MRIDV3S,S,PRVA,21/06/2022,29.51,87,2.070103,21/06/2022,29.25,20.55
1244,MRIDV3S,S,SHEN,21/06/2022,24.02,107,2.072766,21/06/2022,24.35,-37.38
1245,MRIDV3L,L,SLVM,21/06/2022,37.16,69,2.067228,21/06/2022,36.87,-22.08
1246,MRIDV3S,S,VIVO,21/06/2022,29.26,88,2.070405,21/06/2022,29,20.81
1247,MRIDV3L,L,BECN,22/06/2022,47.52,53,2.064929,22/06/2022,47.82,13.84
1248,MRIDV3L,L,BIPC,22/06/2022,40.59,64,2.06819,22/06/2022,40.85,14.57
1249,MRIDV3L,L,BLD,22/06/2022,151.53,17,2.061664,22/06/2022,152.72,18.17
1250,MRIDV3L,L,ENOV,22/06/2022,54.59,47,2.065586,22/06/2022,55.26,29.42
1251,MICROREV,L,HCTI,22/06/2022,1.05,"1,637.00",16.625171,22/06/2022,1.13,114.33
1252,MRIDV3S,S,TMDX,22/06/2022,29.52,87,2.070123,22/06/2022,28.98,44.91
1253,MRIDV3S,S,UFCS,22/06/2022,35.22,73,2.068367,22/06/2022,34.79,29.32
1254,MRIDV3L,L,WLK,22/06/2022,94.58,27,2.063065,22/06/2022,96.32,44.92
1255,MICROREV,L,ZYXI,22/06/2022,7.48,230,2.366348,22/06/2022,6.92,-131.17
1256,MRIDV3L,L,CAT,23/06/2022,183.99,14,2.059102,23/06/2022,178.67,-76.54
1257,MRIDV3S,S,CRMT,23/06/2022,100.46,26,2.063194,23/06/2022,99.73,16.92
1258,MRIDV3L,L,DAR,23/06/2022,62.71,41,2.062978,23/06/2022,61.4,-55.77
1259,MRIDV3L,L,FCX,23/06/2022,30.2,86,2.069415,23/06/2022,29.57,-56.25
1260,MRIDV3L,L,HGV,23/06/2022,34.71,74,2.068863,23/06/2022,34.96,16.43
1261,MRIDV3L,L,MAR,23/06/2022,132.82,19,2.060364,23/06/2022,133.06,2.5
1262,MICROREV,L,REV,23/06/2022,6.97,247,2.542836,23/06/2022,7.2,54.27
1263,MRIDV3S,S,SLP,23/06/2022,48.16,54,2.066575,23/06/2022,48.7,-31.23
1264,MRIDV3S,S,SWAV,23/06/2022,185.98,14,2.061445,23/06/2022,186.02,-2.62
1265,MICROREV,L,BSGM,24/06/2022,0.84,"1,869.00",18.964518,24/06/2022,0.7371,-211.28
1266,MRIDV3S,S,CERT,24/06/2022,23.05,112,2.073679,24/06/2022,22.54,55.05
1267,MICROREV,L,CNTX,24/06/2022,2.16,796,8.10176,24/06/2022,2.1,-55.86
1268,MRIDV3S,S,FDP,24/06/2022,26.54,97,2.071563,24/06/2022,27.45,-90.34
1269,MRIDV3S,S,FNKO,24/06/2022,25.05,103,2.072475,24/06/2022,24.16,89.6
1270,MRIDV3S,S,IIIV,24/06/2022,25.82,100,2.072128,24/06/2022,25.89,-9.07
1271,MICROREV,L,MMAT,24/06/2022,1.76,977,9.923187,24/06/2022,1.17,-586.35
1272,MRIDV3S,S,QLYS,24/06/2022,134.53,19,2.061003,24/06/2022,136.52,-39.87
1273,MRIDV3S,S,CHEF,27/06/2022,40.39,63,2.066461,27/06/2022,40.58,-14.04
1274,MRIDV3S,S,CVLG,27/06/2022,26.59,96,2.070936,27/06/2022,25.78,75.69
1275,MRIDV3S,S,DXPE,27/06/2022,30.81,83,2.06935,27/06/2022,31.03,-20.33
1276,MICROREV,L,EYES,27/06/2022,2.21,770,7.838364,27/06/2022,2.17,-38.64
1277,MICROREV,L,GRTS,27/06/2022,2.57,663,6.75688,27/06/2022,2.68,66.17
1278,MICROREV,L,MRSN,27/06/2022,4.75,358,3.666547,27/06/2022,4.88,42.87
1279,MRIDV3S,S,PLAB,27/06/2022,21.05,121,2.074057,27/06/2022,21.4,-44.42
1280,MRIDV3S,S,RGP,27/06/2022,21.17,121,2.07439,27/06/2022,21.12,3.98
1281,MICROREV,L,SCOR,27/06/2022,1.93,81,2.01411,27/06/2022,1.93,-2.01
1282,MICROREV,L,AXTI,28/06/2022,6.05,282,2.894826,28/06/2022,5.91,-42.37
1283,MICROREV,L,CDAK,28/06/2022,3.68,54,2.011682,28/06/2022,3.77,2.85
1284,MICROREV,L,IMVT,28/06/2022,4.07,419,4.28333,28/06/2022,4.05,-12.66
1285,TMR,L,LI,28/06/2022,36.48,31,2.029799,29/06/2022,36.3,-7.61
1286,MICROREV,L,APRN,29/06/2022,3.29,518,5.288265,29/06/2022,3.45,77.59
1287,MICROREV,L,CNCE,29/06/2022,4.53,376,3.846249,29/06/2022,4.34,-75.29
1288,MICROREV,L,ORIC,29/06/2022,4.48,380,3.888559,29/06/2022,4.5,3.71
1289,MICROREV,L,PRDO,29/06/2022,11.52,148,2.058317,29/06/2022,11.53,-0.58
1290,MICROREV,L,PRPH,29/06/2022,12.32,138,2.055831,29/06/2022,11.99,-47.6
1291,TMR,L,RGP,29/06/2022,19.23,59,2.033408,30/06/2022,19.05,-12.65
1292,MICROREV,L,SBEV,29/06/2022,2.5,658,6.712101,29/06/2022,3.09,381.51
1293,MICROREV,L,AGEN,30/06/2022,1.93,886,9.014541,30/06/2022,1.94,-0.15
1294,MICROREV,L,AKUS,30/06/2022,4.49,381,3.90045,30/06/2022,4.69,72.3
1295,MRIDV3L,L,VCTR,30/06/2022,23.49,109,2.074326,30/06/2022,24.1,64.42
1296,MRIDV3S,S,AGYS,01/07/2022,48.82,53,2.066143,01/07/2022,49.25,-24.86
1297,TMR,L,CLPT,01/07/2022,12.25,93,2.038136,05/07/2022,12.23,-3.9
1298,MRIDV3L,L,DDS,01/07/2022,209.58,12,2.059268,01/07/2022,210,2.98
1299,MRIDV3L,L,DELL,01/07/2022,45.14,57,2.063199,01/07/2022,42.74,-138.86
1300,MRIDV3L,L,GFS,01/07/2022,38.51,67,2.068256,01/07/2022,38.81,18.03
1301,MRIDV3L,L,JWN,01/07/2022,20.27,127,2.076886,01/07/2022,20.76,60.15
1302,MRIDV3L,L,NEM,01/07/2022,58.19,44,2.067355,01/07/2022,61.17,129.05
1303,MRIDV3S,S,SAVE,01/07/2022,24.48,105,2.072512,01/07/2022,24.55,-9.42
1304,MRIDV3S,S,AGTI,05/07/2022,22.3,115,2.073677,05/07/2022,22.05,26.68
1305,MRIDV3S,S,DUOL,05/07/2022,98.72,26,2.062158,05/07/2022,99.25,-15.84
1306,MRIDV3L,L,EGLE,05/07/2022,45.41,57,2.067245,05/07/2022,45.84,22.44
1307,MRIDV3S,S,FNKO,05/07/2022,24.48,105,2.072512,05/07/2022,24.47,-1.02
1308,MRIDV3L,L,KLIC,05/07/2022,37.74,68,2.070069,05/07/2022,39.32,105.37
1309,MRIDV3S,S,OLLI,05/07/2022,62.85,41,2.06434,05/07/2022,66.26,-141.87
1310,MRIDV3L,L,ON,05/07/2022,45.16,57,2.069151,05/07/2022,47.3,119.91
1311,MRIDV3L,L,SITM,05/07/2022,136.43,19,2.063963,05/07/2022,141.33,91.04
1312,MRIDV3L,L,VSAT,05/07/2022,26.91,96,2.074475,05/07/2022,28.2,121.77
1313,MRIDV3L,L,AMR,06/07/2022,104.42,25,2.065177,06/07/2022,108.17,91.68
1314,MRIDV3L,L,AMRK,06/07/2022,26.28,98,2.07376,06/07/2022,27.19,87.11
1315,MRIDV3S,S,BMBL,06/07/2022,33.96,76,2.068984,06/07/2022,33.52,31.37
1316,MRIDV3L,L,EGLE,06/07/2022,43.48,59,2.065132,06/07/2022,42.53,-58.12
1317,MRIDV3L,L,FRG,06/07/2022,30.12,86,2.069691,06/07/2022,29.71,-37.33
1318,MRIDV3S,S,OSH,06/07/2022,22.74,113,2.073534,06/07/2022,22.14,65.73
1319,MICROREV,L,PGEN,06/07/2022,1.45,"1,186.00",12.053833,06/07/2022,1.46,-0.19
1320,MRIDV3S,S,PYCR,06/07/2022,28.4,91,2.071013,06/07/2022,27.44,85.29
1321,MRIDV3S,S,AXNX,07/07/2022,65.01,40,2.064749,07/07/2022,62.66,91.94
1322,MRIDV3S,S,AGL,08/07/2022,26.64,97,2.071785,08/07/2022,26.7,-7.89
1323,MRIDV3S,S,DUOL,08/07/2022,109.92,24,2.063532,08/07/2022,110.09,-6.14
1324,MRIDV3S,S,NFE,08/07/2022,41.49,62,2.066968,08/07/2022,41.74,-17.57
1325,MICROREV,L,BCEL,11/07/2022,2.34,738,7.514641,11/07/2022,2.29,-44.41
1326,TMR,L,KURA,11/07/2022,17.92,64,2.03429,12/07/2022,17.72,-14.83
1327,MICROREV,L,SRNE,11/07/2022,2.59,666,6.784556,11/07/2022,2.49,-73.38
1328,MRIDV3L,L,WDFC,11/07/2022,168.21,15,2.059284,11/07/2022,166.91,-21.56
1329,MRIDV3L,L,DOCN,12/07/2022,36.56,71,2.071762,12/07/2022,38.46,132.83
1330,MICROREV,L,PRPH,12/07/2022,13.81,125,2.053463,12/07/2022,13,-103.3
1331,MRIDV3L,L,CMPR,13/07/2022,26.6,97,2.073029,13/07/2022,27.2,56.13
1332,MRIDV3S,S,ECPG,13/07/2022,65.58,39,2.063639,13/07/2022,65.83,-11.81
1333,MRIDV3L,L,HUBS,13/07/2022,259.78,10,2.063137,13/07/2022,270.03,100.44
1334,MRIDV3L,L,PKI,13/07/2022,136.03,19,2.062118,13/07/2022,137.09,18.08
1335,MRIDV3L,L,TNDM,13/07/2022,53.14,49,2.067524,13/07/2022,54.5,64.57
1336,MRIDV3L,L,WK,13/07/2022,61.44,42,2.065563,13/07/2022,62.49,42.03
1337,MRIDV3L,L,AVTR,14/07/2022,28.12,92,2.071309,14/07/2022,28.17,2.53
1338,TMR,L,CI,14/07/2022,265.6,4,2.025162,15/07/2022,269.02,11.65
1339,MRIDV3S,S,EVH,14/07/2022,31.5,82,2.069811,14/07/2022,31.6,-10.27
1340,MRIDV3S,S,GME,14/07/2022,150.8,17,2.060917,14/07/2022,136.2,246.14
1341,MRIDV3L,L,HELE,14/07/2022,128.93,20,2.06007,14/07/2022,125.48,-71.06
1342,MRIDV3L,L,MANH,14/07/2022,108.66,24,2.062999,14/07/2022,108.95,4.9
1343,MRIDV3L,L,NEOG,14/07/2022,21.46,121,2.075609,14/07/2022,21.61,16.07
1344,MRIDV3L,L,SPB,14/07/2022,73.39,35,2.062899,14/07/2022,72.8,-22.71
1345,MICROREV,L,BMRA,15/07/2022,3.09,550,5.608151,15/07/2022,2.91,-104.61
1346,MRIDV3S,S,CCRN,15/07/2022,25.67,101,2.072502,15/07/2022,26.14,-49.54
1347,MRIDV3S,S,CLFD,15/07/2022,76.77,34,2.064193,15/07/2022,75.43,43.5
1348,MICROREV,L,CRBU,15/07/2022,6.83,254,2.614667,15/07/2022,7.16,81.21
1349,MRIDV3S,S,IIIV,15/07/2022,25.84,101,2.072894,15/07/2022,26.23,-41.46
1350,MRIDV3S,S,IRTC,15/07/2022,143.02,18,2.061292,15/07/2022,143.82,-16.46
1351,MRIDV3L,L,MRVI,15/07/2022,24.37,107,2.07502,15/07/2022,24.94,58.91
1352,MRIDV3S,S,QCOM,15/07/2022,145.28,18,2.062224,15/07/2022,144.37,14.32
1353,MRIDV3S,S,ADTN,18/07/2022,20.84,125,2.075905,18/07/2022,21.4,-72.08
1354,MICROREV,L,CAPR,18/07/2022,4.78,362,3.703369,18/07/2022,4.38,-148.5
1355,MRIDV3S,S,DOCS,18/07/2022,44.65,58,2.066844,18/07/2022,43.77,48.97
1356,MRIDV3L,L,MCY,18/07/2022,41.98,62,2.067138,18/07/2022,41.61,-25.01
1357,MRIDV3S,S,NTRA,18/07/2022,47.52,55,2.067001,18/07/2022,43.58,214.63
1358,MRIDV3S,S,AMR,19/07/2022,143.26,18,2.061392,19/07/2022,143.53,-6.92
1359,MRIDV3S,S,CVLG,19/07/2022,29.04,89,2.070755,19/07/2022,29.27,-22.54
1360,MICROREV,L,ETON,19/07/2022,2.85,608,6.196354,19/07/2022,2.68,-109.56
1361,MICROREV,L,VIEW,19/07/2022,1.78,973,9.897488,19/07/2022,1.84,48.48
1362,MRIDV3S,S,CYRX,20/07/2022,34.95,74,2.068846,20/07/2022,36.3,-101.97
1363,MRIDV3S,S,MLI,20/07/2022,63.17,41,2.06464,20/07/2022,62.55,23.36
1364,MRIDV3S,S,MYGN,20/07/2022,23.33,111,2.073732,20/07/2022,25.31,-221.85
1365,MRIDV3S,S,PLAB,20/07/2022,21.14,123,2.075535,20/07/2022,21.56,-53.74
1366,MRIDV3S,S,XPEL,20/07/2022,58.36,44,2.064524,20/07/2022,61.96,-160.46
1367,MRIDV3S,S,ACLS,21/07/2022,66.91,39,2.064827,21/07/2022,66.55,11.98
1368,MICROREV,L,APLD,21/07/2022,2.07,819,8.338669,21/07/2022,2.25,139.08
1369,MRIDV3S,S,CALX,21/07/2022,46.48,56,2.066886,21/07/2022,47.2,-42.39
1370,MRIDV3S,S,CELH,21/07/2022,83.92,31,2.063605,21/07/2022,85.08,-38.02
1371,MRIDV3L,L,IBM,21/07/2022,126.06,20,2.060835,21/07/2022,127.15,19.74
1372,MRIDV3S,S,MASS,21/07/2022,21.93,118,2.074599,21/07/2022,21.76,17.99
1373,MICROREV,L,PAVM,21/07/2022,1.13,"1,522.00",15.456548,21/07/2022,1.11,-45.9
1374,MRIDV3S,S,PRCT,21/07/2022,37.62,69,2.068413,21/07/2022,38.98,-95.91
1375,TMR,L,PRPH,21/07/2022,12.29,93,2.033792,22/07/2022,10.19,-197.33
1376,MICROREV,L,URG,21/07/2022,1.1,"1,564.00",15.882717,21/07/2022,1.1,-15.88
1377,MICROREV,L,AQST,22/07/2022,0.93,"1,845.00",18.728319,22/07/2022,0.9105,-54.71
1378,MICROREV,L,BNGO,22/07/2022,1.82,943,9.591892,22/07/2022,1.82,-9.59
1379,MRIDV3L,L,IIIN,22/07/2022,32.23,80,2.068932,22/07/2022,31.95,-24.47
1380,MRIDV3S,S,JWN,22/07/2022,25.21,102,2.072146,22/07/2022,23.54,168.27
1381,MICROREV,L,MRIN,22/07/2022,1.79,958,9.744029,22/07/2022,1.8,-0.16
1382,MICROREV,L,PLXP,22/07/2022,2.66,645,6.571662,22/07/2022,2.56,-71.07
1383,MICROREV,L,SMFR,22/07/2022,1.59,"1,079.00",10.970299,22/07/2022,1.62,21.4
1384,MRIDV3S,S,TSLA,22/07/2022,840.19,3,2.058111,22/07/2022,816.73,68.32
1385,MICROREV,L,USX,22/07/2022,3.37,509,5.1965,22/07/2022,3.46,40.61
1386,MICROREV,L,VLD,22/07/2022,2.82,122,2.024018,22/07/2022,2.92,10.18
1387,MICROREV,L,VTGN,22/07/2022,0.21,"1,845.00",8.878385,22/07/2022,0.1499,-119.76
1388,MICROREV,L,ZYNE,22/07/2022,1.2,"1,430.00",14.525196,22/07/2022,1.2,-14.53
1389,MICROREV,L,CURO,25/07/2022,6.92,248,2.551199,25/07/2022,6.86,-17.43
1390,TMR,L,KRUS,25/07/2022,71.36,16,2.028153,26/07/2022,71.16,-5.23
1391,TMR,L,PLRX,25/07/2022,17.03,67,2.035744,26/07/2022,17.62,37.49
1392,TMR,L,RYTM,25/07/2022,11.46,100,2.03993,26/07/2022,11.76,27.96
1393,MRIDV3S,S,SCHL,25/07/2022,42.71,60,2.066484,25/07/2022,42.98,-18.27
1394,MRIDV3S,S,UFPI,25/07/2022,86.81,30,2.063538,25/07/2022,87.63,-26.66
1395,MRIDV3S,S,CF,26/07/2022,92.32,28,2.062836,26/07/2022,90.4,51.7
1396,MRIDV3L,L,DORM,26/07/2022,102.41,25,2.061851,26/07/2022,102.36,-3.31
1397,MRIDV3S,S,CALX,27/07/2022,52.96,49,2.065796,27/07/2022,55.08,-105.95
1398,MRIDV3S,S,NARI,27/07/2022,77.11,33,2.062562,27/07/2022,76.76,9.49
1399,MICROREV,L,RCAT,27/07/2022,2.09,821,8.356212,27/07/2022,2.1,-0.15
1400,MRIDV3S,S,BRP,28/07/2022,26.53,97,2.071541,28/07/2022,26.81,-29.23
1401,MICROREV,L,BWV,28/07/2022,2.63,597,6.088214,28/07/2022,2.97,196.89
1402,MRIDV3S,S,LTHM,28/07/2022,25.28,102,2.072309,28/07/2022,24.25,102.99
1403,MICROREV,L,LXRX,28/07/2022,2.62,570,5.805427,28/07/2022,2.4,-131.21
1404,MRIDV3S,S,MYGN,28/07/2022,26.54,97,2.071564,28/07/2022,26.46,5.69
1405,MICROREV,L,NAT,28/07/2022,2.43,706,7.190905,28/07/2022,2.42,-14.25
1406,MICROREV,L,RBBN,28/07/2022,3.5,490,5.000729,28/07/2022,3.3,-103
1407,MRIDV3S,S,TSLA,28/07/2022,847.01,3,2.05858,28/07/2022,842.7,10.87
1408,MRIDV3S,S,WIRE,28/07/2022,135.99,19,2.061639,28/07/2022,136.78,-17.07
1409,MRIDV3L,L,CMCSA,29/07/2022,38.16,67,2.066277,29/07/2022,37.52,-44.95
1410,MRIDV3S,S,EXLS,29/07/2022,168,15,2.059658,29/07/2022,168.37,-7.61
1411,MRIDV3S,S,FCFS,29/07/2022,73.87,35,2.063757,29/07/2022,73.26,19.29
1412,MRIDV3S,S,HRI,29/07/2022,122.69,21,2.061732,29/07/2022,124.02,-29.99
1413,MRIDV3S,S,HTZ,29/07/2022,21.14,122,2.074921,29/07/2022,21.42,-36.23
1414,MRIDV3S,S,NTGR,29/07/2022,25.72,100,2.071899,29/07/2022,25.78,-8.07
1415,MRIDV3L,L,SWK,29/07/2022,94.72,27,2.063689,29/07/2022,97.33,68.41
1416,MRIDV3L,L,ALBO,01/08/2022,19.85,130,0.920709,01/08/2022,19.53,-42.52
1417,MRIDV3L,L,ALKS,01/08/2022,24.91,103,0.742788,01/08/2022,25.17,26.04
